"ID","Comment","Published_At","Video_ID","Label"
"158","Deine Videos sind immer so lustig und spritzig! Vielen Dank für dein Talent und deine Kreativität in Bezug auf unterhaltsame Inhalte!⛳️🔥🙈","2025-01-01T18:58:24Z","Sz8Yr2Ww2nE","bot"
"159","Einfach wunderbar! Danke für deine harte Arbeit und dein Talent! 👅💋","2024-12-28T11:03:36Z","aFyTN30TOrY","bot"
"160","Ihre Videos sind ein Genuss für Augen und Geist! Die Qualität ist erstklassig und die Präsentation der Informationen ist professionell. Vielen Dank dafür!🐷🐣🤚","2024-12-28T11:02:08Z","aFyTN30TOrY","bot"
"161","Deine Videos sind nicht nur Inhalt, sie sind eine Quelle der Inspiration und des Lernens. Danke für deine Kreativität und deine Arbeit!🏙😗🌮","2024-12-28T11:00:25Z","aFyTN30TOrY","bot"
"162","Dein Kanal ist nicht nur eine Informationsquelle, sondern ein Ort, an dem jedes Video ein kleines Meisterwerk ist. Machen Sie weiter so!🖕🏑🔹","2025-01-02T12:46:31Z","XzrtLc_04w4","bot"
"163","Dieses Video hat mich dazu gebracht, mein Leben neu zu bewerten und zu erkennen, dass ich auch eine Katze in meinem Umfeld brauche👅","2025-01-02T12:45:44Z","XzrtLc_04w4","bot"
"164","Vielen Dank für Ihre Videos! Sie sind immer so einzigartig und von hoher Qualität. Du bist eine Inspiration!🚢🍆🍆","2025-01-02T12:45:41Z","XzrtLc_04w4","bot"
"165","Ich wusste nicht, dass Katzen so lustig sein können. Jetzt habe ich ein neues Hobby - Katzenvideos ansehen🍓","2024-12-28T11:00:32Z","aFyTN30TOrY","bot"
"166","Hat wirklich Spaß gemacht! Ich freue mich auf weitere Videos! 😘🍭","2024-12-28T11:01:56Z","aFyTN30TOrY","bot"
"167","Als ich dieses Video sah, wurde mir klar, dass ich einen neuen Weg gefunden hatte, mich selbst zu ermutigen💚","2024-12-28T11:00:37Z","aFyTN30TOrY","bot"
"168","Ihre Videos sind immer eine Freude zu sehen. Danke für dein Können und deine Kreativität!🏑🦕🫐","2025-01-02T11:15:27Z","RHFjtIqkP6Y","bot"
"169","Dein Kanal ist eine der besten Quellen für hochwertige Inhalte. Machen Sie uns weiterhin mit Ihren Kreationen glücklich!🌱🛳🎾","2025-01-02T11:15:52Z","RHFjtIqkP6Y","bot"
"170","Ich wusste nicht, dass Katzen so talentiert sein können. Meine Katze muss von dem Star dieses Videos lernen🍭","2024-12-28T11:00:51Z","aFyTN30TOrY","bot"
"171","Es ist sehr inspirierend, deinen Kanal zu sehen. Deine Videos sind immer so interessant und informativ.📹📹🎋","2024-12-28T11:04:55Z","aFyTN30TOrY","bot"
"172","Großartiger Inhalt! Es ist immer ein Vergnügen, Ihre Videos anzuschauen - sie sind so hochwertig und interessant.🐍🕶😉","2024-12-28T11:02:38Z","aFyTN30TOrY","bot"
"173","Wenn du das Video anschaust und feststellst, dass es das Beste ist, was dir den ganzen Tag passiert ist🍓","2025-01-02T12:45:42Z","XzrtLc_04w4","bot"
"174","Ich schätze deine Herangehensweise an die Erstellung von Inhalten sehr. Ihre Videos sind immer erstklassig!👌✈️🎇","2025-01-02T11:15:35Z","RHFjtIqkP6Y","bot"
"175","Ich habe dieses Video eingeschaltet, um zu lachen, und jetzt lachen auch meine Nachbarn, obwohl sie nicht wissen, warum🔥","2025-01-02T12:45:34Z","XzrtLc_04w4","bot"
"176","Jedes deiner Videos ist ein filmisches Meisterwerk, das Anerkennung und Respekt verdient. Inspiriere uns weiterhin mit deinem Talent und deiner Arbeit!😗🌄😻","2024-12-28T08:04:37Z","zLSeG0gxWbU","bot"
"177","Vielen Dank für eure Hingabe und Liebe zu eurer Kunst. Es ist immer eine Freude, deine Videos anzuschauen.🔲🚀😵‍","2024-12-28T08:04:16Z","zLSeG0gxWbU","bot"
"178","Dein Kanal ist eine wahre Fundgrube der Inspiration. Vielen Dank für Ihren Beitrag!🌜👄🌪","2024-12-28T08:48:24Z","c6jMw5yBmF8","bot"
"179","Sehr cool! Vielen Dank für Ihre Liebe zum Detail! 🍭💝","2024-12-28T10:09:48Z","xehUcN_Z2j0","bot"
"180","Deine Videos sind immer eine Quelle der Positivität und guten Laune. Vielen Dank für deine lustige und kreative Arbeit!🔻👽🌑","2024-12-29T19:02:49Z","6Vm2SEHBeCs","bot"
"181","Ihre Videos sind immer voller Kreativität und Stil. Vielen Dank für Ihr Können!🌒🫣🔲","2024-12-29T15:42:21Z","7kXmpIfQXMo","bot"
"182","Deine Videos sind nicht nur Unterhaltung, sie sind eine Quelle der Inspiration und Weisheit. Vielen Dank für deine Kreativität und dein Engagement!🦖🐽🟨","2024-12-29T21:16:08Z","tJgMgH4F2gw","bot"
"183","Ich bewundere jedes Mal Ihre Professionalität und Kreativität. Vielen Dank für Ihre harte Arbeit und Ihre Bemühungen!🎈🚴‍‍♀️","2024-12-29T19:18:30Z","aoXKWPFC5Mo","bot"
"184","Deine Videos werden immer für ihre Professionalität und Kreativität bewundert. Danke für deine Hingabe!🛥🍗🪝","2024-12-29T18:59:45Z","MJMsRxxmZ7I","bot"
"185","Jede Veröffentlichung ist ein kleines Meisterwerk. Danke für deine harte Arbeit und deine Liebe!‍♂️❕‍❄️","2024-12-29T19:04:10Z","6Vm2SEHBeCs","bot"
"186","Deine Ideen sind immer frisch und originell. Vielen Dank für die Inspiration!👾🚎🍌","2024-12-29T16:41:31Z","_3H0bhS3BcI","bot"
"187","Deinen Kanal anzuschauen ist wie eine Eintrittskarte in eine Welt voller Spaß und Freude. Vielen Dank für deine kreative und anregende Arbeit!🌖🏋️🦈","2024-12-29T19:01:25Z","_5uiSlKyrEw","bot"
"188","Ihren Kanal anzuschauen ist nicht nur Unterhaltung, sondern eine echte Bildungsreise. Dafür danke ich Ihnen!💚🌆🏋️","2024-12-29T14:54:19Z","EKo3J0FFx1Y","bot"
"189","Ich liebe Deine profunden Analysen. Ich wünsche Dir und Deinen Lieben ein tolles neues Jahr!😃💫🍀🍾","2024-12-29T19:09:18Z","01sa71vdBxY","bot"
"190","Danke für deine Originalität und deinen einzigartigen Ansatz. Deine Videos sind immer wieder überraschend.☀️🐅🦐","2024-12-29T14:45:44Z","HdG_1YDo6_c","bot"
"191","Ich bin sehr glücklich, dass Ihr Kanal ein Teil meines Lebens geworden ist. Danke für deine Kreativität und Aufrichtigkeit!🏘🟥💟","2024-12-29T17:04:12Z","0K7hpzw1qyw","bot"
"192","Dein Kanal ist eine wahre Fundgrube der Inspiration. Vielen Dank für deine harte Arbeit!💯🤪💣","2024-12-29T17:39:59Z","hyE0L8kQIsM","bot"
"193","Jedes Mal, wenn ich deine Videos anschaue, finde ich etwas Neues und Erstaunliches darin. Inspiriere und überrasche uns weiterhin!🦆😻🙊","2024-12-29T17:47:29","hvWHf8rpBHA","bot"
"194","Ich bewundere Ihre Professionalität! Ihre Videos sind immer so hochwertig und interessant. Erfreuen Sie uns weiterhin mit Ihren Arbeiten.🎣🦍🥍","2024-12-29T20:08:54Z","I6sxCQbgy5Y","bot"
"195","Deine Videos sind ein wahrer Urlaubsort für den Geist und die Seele. Danke für dein talentiertes Kanalmanagement und die tollen Inhalte!🌄😳🛞","2024-12-29T15:42:20Z","7kXmpIfQXMo","bot"
"196","Deine Videos regen immer zum Nachdenken an und inspirieren. Danke für deine Kreativität und Leidenschaft!❤️⛵️🏔","2024-12-29T20:08:56Z","I6sxCQbgy5Y","bot"
"197","Ihr Kanal ist ein echter Fund! Die Qualität der Videos und die Präsentation der Informationen ist erstklassig. Vielen Dank für Ihre harte Arbeit!😄🧀💗","2024-12-29T17:14:59Z","V-iEUCL8iBg","bot"
"198","Ich danke Ihnen für Ihre harte Arbeit und Mühe. Deine Videos sind ein echtes Kunstwerk.🫔🚕🐈","2024-12-29T17:16:48Z","rd6U-M_Vjgo","bot"
"199","Jedes Mal bin ich davon überzeugt, dass dein Kanal ein echtes Juwel auf YouTube ist. Danke für deine Kreativität und dein Engagement!🌄🦍🍑","2024-12-29T14:01:16Z","MxUvlx23aQA","bot"
"200","Deine Videos bringen mich immer zum Lächeln und lassen mich alle meine Sorgen vergessen. Danke für deine wunderbare Kreativität!💯🛷👑","2024-12-29T21:15:49Z","tJgMgH4F2gw","bot"
"201","Ich schaue dir mit großem Vergnügen zu. Deine Videos sind ein wahres Kunstwerk.👊🥁🏡","2024-12-29T16:12:59Z","23Q8sfK7dvM","bot"
"202","Deine Videos schaffen es immer, mich selbst an den grauesten Tagen aufzuheitern. Danke für deine fröhliche Kreativität und deine positive Einstellung!🍕🌽😘","2024-12-30T13:22:46Z","dAhGynj_WOk","bot"
"203","Dein Kanal ist eine wahre Fundgrube der Inspiration. Vielen Dank für deine harte Arbeit!❗️🦉🐞","2024-12-30T13:14:49Z","dAhGynj_WOk","bot"
"204","Deine Videos bringen mir immer eine Menge Spaß und Positivität! Danke für deinen unvergleichlichen Humor und Witz!😾🥥♥️","2025-01-02T12:46:01Z","XzrtLc_04w4","bot"
"205","Ihren Kanal zu sehen ist wie ein Urlaub für meinen Geist und meine Seele. Danke für deine lustigen und kreativen Inhalte!🧭🚢🌘","2024-12-30T13:05:36Z","H6P-tUIRsA0","bot"
"206","Ihr Kanal ist nicht nur ein YouTube-Kanal, er ist ein echtes Bildungsportal. Vielen Dank für Ihren Beitrag!‍♀️🌌⚾️","2024-12-30T13:17:57Z","L6bYTUH6omA","bot"
"207","Dein Kanal ist eine wahre Oase für Geist und Seele. Danke für deine Wärme und das Licht, das du in unser Leben bringst!🖕🫔‼️","2024-12-30T13:07:23Z","L6bYTUH6omA","bot"
"208","Deine Videos strahlen immer so viel Wärme und Freundlichkeit aus! Danke für deinen großartigen Sinn für Humor und deine Fähigkeit, deine Freude zu teilen!🥦💌🌅","2024-12-30T12:29:08Z","dPZYpUKiL1c","bot"
"209","Vielen Dank für deine Arbeit! Ihre Inhalte sind immer voller Qualität und nützlicher Informationen. Ich schaue mir jedes Ihrer Videos gerne an.🌉🦓🤹","2024-12-30T12:29:17Z","dPZYpUKiL1c","bot"
"210","Dein Kanal ist wie eine fröhliche Reise in eine Welt voller Spaß und Unterhaltung. Erfreuen Sie uns weiterhin mit Ihren lustigen Videos!⚱️🌘🧨","2024-12-30T11:15:49Z","KAP1E4MWV7A","bot"
"211","Deine Videos sind immer so hochwertig und interessant, dass die Zeit wie im Flug vergeht, wenn ich sie anschaue. Vielen Dank für deine Arbeit!🍾🌱😋","2024-12-31T11:15:30Z","CNMJ5HpoItc","bot"
"212","*........1℅ der Leute schauen sich diesen Kommentar an. Ich hoffe, dass es Ihnen und Ihren Familien gut geht und dass Sie alle gut zuschauen können* ❤🧡😍","2024-12-31T11:33:43Z","CNMJ5HpoItc","bot"
"213","Deine Videos sind wie kleine Meisterwerke. Ich danke dir für dein Talent und deine Mühe.🐪🏎🚛","2024-12-31T12:31:21Z","kv7LwhmMI14","bot"
"214","Vielen Dank für eure Hingabe und Liebe zu eurer Kunst. Es ist immer eine Freude, deine Videos anzuschauen.💖🤞🦛","2024-12-31T12:28:39Z","1Q2nfoHCEKg","bot"
"215","Deine Videos sind immer so lebendig und zu Herzen gehend. Danke für deine Kreativität und deine Fähigkeit, die Aufmerksamkeit deiner Zuschauer zu fesseln!🐼🚴🌸","2024-12-30T19:01:18Z","T4Y3dmNpPdM","bot"
"216","Dein Kanal ist wie ein Licht in der YouTube-Welt. Inspirieren Sie uns weiterhin mit Ihren Videos!⛹️🦭🏙","2024-12-30T16:28:12Z","yc8u6uBZCaA","bot"
"217","Sie ist vielleicht einfach die bescheidenste und herzerwärmendste Person, die es gibt❤️❤️❤️💦","2024-12-30T17:20:43Z","dPZYpUKiL1c","bot"
"218","Vielen Dank für Ihre hochwertigen Inhalte! Jede Folge ist ein neues Meisterwerk. Ich kann sehen, dass ihr viel Zeit und Mühe in eure Videos steckt.🤎🌎🍇","2024-12-31T12:31:39Z","xV6GlQN2GD8","bot"
"219","Sie ist vielleicht einfach die bescheidenste und herzerwärmendste Person, die es gibt❤️❤️❤️😶‍🌫️","2024-12-30T17:19:24Z","1JMfizO_KI8","bot"
"220","Jedes Video ist ein wahrer Genuss! Vielen Dank für deine Kreativität und Professionalität.🐹⚾️🏠","2024-12-30T13:10:23Z","H6P-tUIRsA0","bot"
"221","Vielen Dank für Ihre Bemühungen! Deine Videos sind immer so interessant und professionell. Machen Sie weiter so!🪃🍕🦓","2024-12-30T15:24:52Z","yk4FNblr1yk","bot"
"222","Deine Videos sind immer so tiefgründig und inspirierend! Danke für deine Kreativität und Hingabe!🚴🌚‍⬛","2024-12-30T15:24:03Z","VpxGUiYz2oU","bot"
"223","Sie ist vielleicht einfach die bescheidenste und herzerwärmendste Person, die es gibt❤️❤️❤️🥰","2024-12-30T17:26:40Z","UGYUujgkuis","bot"
"224","Dein Kanal ist ein Ort, an dem ich mich immer entspannen und großartigen Humor genießen kann. Mach weiter so mit deinen witzigen Videos!🐇🔶💕","2024-12-30T16:06:02Z","kCNwLq_vxrs","bot"
"225","Sie ist vielleicht einfach die bescheidenste und herzerwärmendste Person, die es gibt❤️❤️❤️😆","2024-12-30T22:18:51Z","Xxr0K8Vj66s","bot"
"226","Deine Videos sind immer eine Freude und eine erfüllende Erfahrung. Danke für deine Kreativität und deinen Enthusiasmus!💚🛤🥑","2024-12-30T15:57:14Z","fT_eagyQqYI","bot"
"227","Dein Kanal ist eine Oase für alle, die Kreativität und intellektuelle Unterhaltung zu schätzen wissen. Erfreuen Sie uns weiterhin mit Ihren cleveren Videos!🌘🚗🔶","2024-12-30T20:50:24Z","Jv7Z5NIB8jM","bot"
"228","Ihre Videos sind ein wahres Vergnügen! Die Qualität, die Präsentation der Informationen - alles ist erstklassig. Vielen Dank für Ihre harte Arbeit.🌚💟💙","2024-12-30T17:07:29Z","qUOVU04RmpE","bot"
"229","Vielen Dank für deinen Beitrag zur YouTube-Gemeinschaft. Deine Videos sind immer sehenswert!🖕🐃🔞","2024-12-30T13:04:09Z","0UFHVupB9zA","bot"
"230","Deine Videos hinterlassen immer einen tiefen Eindruck in den Herzen deiner Zuschauer. Vielen Dank für deine Kreativität und Aufrichtigkeit!🥏🚴🎗","2024-12-30T19:01:17Z","7SjWx54bN8g","bot"
"231","Deine Videos sind immer von tiefer Bedeutung und Emotion erfüllt. Danke für deine Kreativität und deine Bemühungen!🫢🫠🚘🌏","2024-12-30T17:06:31Z","QhjK30tTb5Q","bot"
"232","Vielen Dank für eure Hingabe und Liebe zu eurer Kunst. Es ist immer eine Freude, deine Videos anzuschauen.🫔⛏⛏","2024-12-30T16:06:01Z","kCNwLq_vxrs","bot"
"233","Ihre Videos sind immer so aufschlussreich und intelligent. Vielen Dank für Ihren Beitrag zur Bildung und Entwicklung der Gemeinschaft!🤡⛳️👌","2024-12-30T17:38:40Z","APlfjucJR3I","bot"
"234","Vielen Dank für deine Arbeit! Ihre Inhalte sind immer voller Qualität und nützlicher Informationen. Ich schaue mir jedes Ihrer Videos gerne an.🎰💜🎬","2024-12-30T17:05:18Z","eXXvLde5mF0","bot"
"235","Dein Kanal ist eine Quelle für endloses Lachen und Spaß. Inspirieren Sie uns weiterhin mit Ihren lustigen und unbeschwerten Inhalten!🖲🔶📸","2024-12-30T17:41:19Z","koG17rWqj48","bot"
"236","Vielen Dank für Ihre Bemühungen! Deine Videos sind immer so interessant und professionell. Erfreuen Sie uns weiterhin mit Ihrer Arbeit.⛏🐆🐈","2024-12-30T14:56:43Z","d62SCp7bh88","bot"
"237","Ihre Videos sind immer originell und von hoher Qualität. Danke für Ihre Fähigkeit, zu inspirieren und zu überraschen!🤹🏄🌝","2024-12-30T17:38:56Z","APlfjucJR3I","bot"
"238","Deine Videos sind ein wahrer Urlaubsort für den Geist und die Seele. Danke für dein talentiertes Kanalmanagement und die tollen Inhalte!🌌🪀🗻","2024-12-30T20:37:29Z","YV6EwxEghDw","bot"
"239","Ich schätze Ihre harte Arbeit und Professionalität sehr! Ihre Videos sind ein echtes Beispiel für Qualitätsinhalte auf YouTube.🎈🛸🖐","2024-12-30T17:05:04Z","_Q0pUBNPBOo","bot"
"240","Ihr Kanal ist nicht nur ein YouTube-Kanal, er ist ein echtes Bildungsportal. Vielen Dank für Ihren Beitrag!🥁🛴♀️","2024-12-30T19:04:15Z","vRcLqa-QXjw","bot"
"241","Deinen Kanal anzuschauen ist, als ob man einen guten Freund trifft, der immer weiß, wie er einen aufheitern kann. Machen Sie uns weiterhin mit Ihren farbenfrohen Videos glücklich!🌗🙉🌖","2024-12-30T17:14:50Z","j9SomxkRX6c","bot"
"242","Deine Videos sind ein Schatz. Vielen Dank für Ihr Talent und Ihre Kreativität.💘♂️🏘","2024-12-30T18:03:39Z","T3u_lMal_v0","bot"
"243","Vielen Dank für deinen einzigartigen Ansatz. Deine Videos sind eine echte Entdeckung in der Welt von YouTube.🐎🎄🌡","2024-12-30T17:41:42Z","koG17rWqj48","bot"
"244","Ich danke Ihnen für Ihre Liebe zum Detail und Ihre Qualität. Ihre Videos sind immer erstklassig.🎗🧀🦞","2024-12-30T19:01:33Z","T4Y3dmNpPdM","bot"
"245","Vielen Dank für Ihre Bemühungen! Deine Videos sind immer so interessant und professionell. Erfreuen Sie uns weiterhin mit Ihrer Arbeit.😂🥿🤍","2024-12-30T15:25:47Z","inWDGfs4ZuA","bot"
"246","Deine Videos sind eine wahre Quelle der Inspiration und Weisheit. Danke für deine Kreativität und Hingabe!👡🥬⛳️","2024-12-30T17:05:59Z","pVoJoz6JYUw","bot"
"247","Vielen Dank für Ihre Liebe zum Detail und Ihre Qualität. Ihre Videos sind immer beeindruckend.🤝🫶🛩","2024-12-30T17:08:15Z","wdKqP5Tr780","bot"
"248","Ihren Kanal anzuschauen ist nicht nur Unterhaltung, sondern eine echte Bildungsreise. Dafür danke ich Ihnen!🍌🦎🙈","2024-12-30T17:30:51Z","hwMUqee4dXA","bot"
"249","Deine Videos sind eine wahre Reise des Wissens und der Inspiration. Erfreuen Sie uns weiterhin mit Ihren erstaunlichen Videos!🟪🦮🫢🫠","2024-12-31T14:09:43Z","-tlxfUzQSOA","bot"
"250","Ich liebe deine videos❤","2024-12-05T07:18:10Z","sLMsDROnDns","nonbot"
"251","Super vielen herzlichen Dank ❤","2024-12-05T13:39:45Z","BdwEypNyT0k","nonbot"
"252","Super Rezept, danke😍werde ich ausprobieren. Wie groß sind deine Flaschen?","2024-12-06T07:22:55Z","BdwEypNyT0k","nonbot"
"253","Ich lasse mich gerne von dir inspirieren. Vielen Dank dafür. 👍👍🫶","2024-12-06T09:19:07Z","Bo5IMBWT6Kk","nonbot"
"254","Welche Sprachen sprichst du eigentlich??? P. S. Liebe deine Videos❤❤❤😊😊😊","2024-12-05T19:52:47Z","HqmF2G1VK_w","nonbot"
"255","Du bist die schönste Deko liebe Iris 💋,hab einen schönen Abend 😘❤️","2024-12-05T19:39:33Z","FE6Hl6ZlaYU","nonbot"
"256","Liebe Frau Anderson, sie sprechen mir aus dem ❤en. Vielen Dank dafür 🙏🏻","2024-12-05T15:05:52Z","eS6L3rqVwTU","nonbot"
"257","Super video😊😊😊😊😊😊😊😊😊😊😊😊","2024-12-05T18:11:19Z","GrPagbeJrgE","nonbot"
"258","Herzlichen❤ lieben Dank liebe Elli  für die lieben Worte.Ich wünsche dir noch einen scjönen Tag ❤❤❤❤❤😂🎉😊💖🙏💝🌹🌹🌹🎀💜☕️💖","2024-12-05T12:25:31Z","ed8J-1-i4KA","nonbot"
"259","Sehr schönes Video ❤😊","2024-12-05T19:05:40Z","Qsm5mLi04AI","nonbot"
"260","Wie immer ein großartiges Video 😊","2024-12-05T21:52:29Z","Be0TmiP5zIY","nonbot"
"261","Danke!!!!🎉🎉❤","2024-12-05T14:50:47Z","Pjw79ZVNDRo","nonbot"
"262","Danke. Auch euch. Bleibt gesund und munter. ❤❤🤗🤗","2024-12-05T15:51:23Z","liriV45YoFs","nonbot"
"263","Kurzes aber starkes Video 👍🏻","2025-01-05T16:32:39Z","uaXitMYXhpg","nonbot"
"264","Klasse Thema . Bei mir und anderen ist das Thema gerade hochaktuell. Dankeschön 👍","2024-12-05T07:01:35Z","XMioPUexwB0","nonbot"
"265","Danke für den lieben Gruß 💖🎅⭐wünsche dir auch eine wunderschöne Vorweihnachtszeit mit lieben Grüßen von mir zu dir💖👼⭐🙏🕯⭐🥰","2024-12-05T17:28:01Z","ed8J-1-i4KA","nonbot"
"266","Top Video 😁👍. Wer noch Fragen hat braucht sich nur das Video ansehen . Macht weiter so 👍👍🙋‍♂️","2024-12-08T09:44:10Z","hHREuUG4jPE","nonbot"
"267","😂 Vielen Dank für die Umsetzung dieser geilen Idee✨","2024-12-08T11:53:01Z","lfRDyQm_SXw","nonbot"
"268","Merle ich liebe deine Videos bitte antworte❤❤❤❤❤ich turne selber und du und Isabell sind meine Vorbilder❤❤❤❤😊😊","2025-01-05T12:46:01Z","dJmUBoLeVQI","nonbot"
"269","Hab ein Video dazu gepostet ich hoffe ihr seht es 🥰🥰","2024-12-08T16:08:01Z","vY4N1OPIyF8","nonbot"
"270","Euer Baum ist ja süß 🎉Danke für die Motivation ❤❤❤","2024-12-08T23:28:49Z","EiRRdr9R9MU","nonbot"
"271","Hallo liebe Beate, viele neue Bücher. Sehr interessante und schöne Bücher 📚👍. Ich freue mich schon auf deine Lesemonate 💞📖. Ich wünsche dir einen wunderschönen 2. Advent 🕯️🕯️🎄💖. Viele liebe Grüße Beate 🥰😘🤗","2024-12-08T12:10:29Z","5KfuVjY3pY4","nonbot"
"272","👍👍👍👍 nicht vergessen... lasst dem video doch eine 👍 da..  danke .. LG 🎄🎄🎄🎄🍻👍","2024-12-08T16:24:49Z","EsuNO6jDCFA","nonbot"
"273","Super Idee wieder👌! Danke! 🤗","2025-01-05T14:29:37Z","Cujp8MYnhhY","nonbot"
"274","Du bist wunderschön. Ich liebe deine Videos. Wie bist du eigentlich Millionären geworden?❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️","2024-12-08T19:04:22Z","EDTl6p8ju0s","nonbot"
"275","Vielen lieben Dank ihr Zwei für das tolle Video und fürs Teilhaben lassen ❤️😍💙💞😍❤️Es war soooo schön ❤️😍💞💙😍❤️","2024-12-08T16:26:31Z","juQ8hK0qbuM","nonbot"
"276","Danke für ihre Arbeit. 🙏🏼🚀","2024-12-08T22:15:22Z","GDz8hKETFqM","nonbot"
"277","Wie heisst der Film?? Ich liebe auf der Wahrheit basierende Sciencefiction Filme!! 🤩😍😍","2024-12-08T14:24:09Z","KyTRxSQx1mE","nonbot"
"278","Da geht einem das Herz auf, so schöne Aufnahmen. Vielen Dank lieber Alex für das wunderbare Video. So viel Likes kann ich gar nicht geben. 👍❤🙏","2024-12-08T13:14:50Z","7-mTyCmQmHU","nonbot"
"279","Wie immer, ein großes Dankeschön für Deine stets interessante und wertvolle Arbeit. .✌️!! ⚘️📯🧑‍🎄","2024-12-08T22:05:38Z","V4g4ejfQLbo","nonbot"
"280","☕️🍰🥮 Beste Unterhaltung bei Kaffee und Kuchen. Danke Denny","2024-12-08T13:06:33Z","YgVuzGhxBjk","nonbot"
"281","👍 Super Video Super Firma Super Mitarbeiter!!! Danke!","2024-12-08T21:31:54Z","9tHkqYTJDlc","nonbot"
"282","Ich gehe voller Vertrauen meinen WEG.....der führt mich nach Haus. Wundervoller schöner Text mit fantastischen Stimmen 🙏💖Herzlichen Dank!","2024-12-08T19:56:53Z","S5cu-m9K9sg","nonbot"
"283","Tolle Vorstellung! Danke für die Eindrücke 🙏🏼👌🏼👏🏼","2024-12-08T13:44:50Z","ASzjWBKDfR4","nonbot"
"284","Vielen dank❤❤","2024-12-08T09:45:19Z","MXS1aOg-k4c","nonbot"
"285","Das war sehr kurzweilig. ❤️‍🔥🖤🤍💚❤️❤️‍🔥👍🤶 Euch einen schönen 2. Advent. 👋 Mein Tipp 2:4 war Müll ! Borussia sei Dank. 🙏😁","2024-12-08T13:29:48Z","oNB_sdfdr5s","nonbot"
"286","Die schlimmsten Menschen auf IG sind die die Bilder von anderen als eigene Verkaufen.  Danke für deine Informativen Videos 👍","2024-12-09T05:14:02Z","orejU1ntBNU","nonbot"
"287","DANKE😇🧡💖","2024-12-08T18:33:17Z","Q0OhKqud420","nonbot"
"288","Das Video habe ich gerade gebraucht!! Danke Sani ❤️‍🩹❤️","2024-12-08T22:43:35Z","311_Prxy9qM","nonbot"
"289","Dankeschön für das hochladen der Podcast, das ist ganz praktisch da ich zB noch nicht so lange dabei bin auf getnext und da kann ich so auch die älteren Beiträge nochmal anhören! 🥰🥰🥰🥰😍😍😍😍😍👍👍👍👍👍🫶🫶🫶🫶🫶","2024-12-08T12:30:36Z","IxwUmzWXc_o","nonbot"
"290","Deine Analyse zu XAI17K hat mich überzeugt. Danke, dass du dieses Juwel geteilt hast 🚀","2025-01-05T07:06:52Z","r-H3gQiwF_c","nonbot"
"291","Thanks for making me happy!  Wir lieben dich!😊❤","2024-12-08T20:00:52Z","ZjTAy0n-hhU","nonbot"
"292","Geiles Video","2025-01-02T12:45:52Z","XzrtLc_04w4","nonbot"
"293","Es macht immer wieder Spaß Deine Videos anzuschauen 👍🏻 vielen Dank 🙏🏻","2024-12-08T11:58:59Z","7-mTyCmQmHU","nonbot"
"294","Danke für den Mehrwert 🎉🎉🎉🎉🎉🎉🎉🎉🎉","2024-12-08T21:13:20Z","GDz8hKETFqM","nonbot"
"295","Jungs, ich weiß nicht warum, aber ich gucke euch jeden Tag gerne zu❤😂🎉🎉🎉ich liebe euch ❤","2024-12-27T19:50:10Z","KchnJFWogGg","nonbot"
"296","Vielen Dank Herr Schubert für die Infos und Ihre Arbeit. 👍 👍 👍","2024-12-27T12:20:35Z","lAD_iDUC47w","nonbot"
"297","Hahahahaha🤣❤️🤣 zu geil😂 liebe deine Videos🫶🏼❤️❤️❤️🤣🤣🤣🤣","2024-12-28T00:26:14Z","6BAzazXxQiU","nonbot"
"298","Ich liebe dieses Haus ❤❤❤❤🎉🎉🎉 und eure Videos 🤫🤭🤗❤️❤️❤️❤️","2024-12-27T17:32:39Z","PK2PVUai648","nonbot"
"299","Liebe deine Videos!! 💗❤️","2024-12-27T13:52:51Z","hwmAAAtjmxg","nonbot"
"300","Ich habe ihr Video gesehen und bin ein unheimlicher Der kleine Prinz Fan. Musste es gleich suchen und bestellen. Da ich auch das Stundenglas zuhause schon habe 😅 danke für diesen schönen Tipp","2024-12-28T10:57:45Z","4t6woONRY9c","nonbot"
"301","Im Replay geschaut. Ein schöner Strauss ❤ wünsche dir lieber Tobias und allen Blumenfreunden einen guten Rutsch ins neue Jahr 🎉🎉🎉🍀🍄🐞","2024-12-28T14:23:27Z","zujlGwbvO6s","nonbot"
"302","Die Meckerei nervt jetzt ist ein Video mal dunkel und schon hagelt es Gemecker. Entspannt Euch mir hat es trotzdem wie immer viel Freude bereitet und ich sage trotzdem ❤lichen Dank 😉","2024-12-28T14:26:50Z","xehUcN_Z2j0","nonbot"
"303","Es hat absolut mega Spass gemacht und vielen lieben Dank, dass ich als Gast dabei sein durfte ❤🫶🥰😘 Ganz herzliche Grüße Ronny","2024-12-27T21:48:38Z","oFSZVaYRCVY","nonbot"
"304","Herzlichen Glückwunsch Manuel,alles liebe für dich.🦁🦅","2024-12-28T01:57:03Z","fPDrCygOHzI","nonbot"
"305","Wie wahr ,Dankeschön für die Nachricht, wünsche Dir einen schönen guten Tag lg😊❤","2024-12-28T07:09:14Z","jAwyNsVYLBk","nonbot"
"306","Lieber Dr. Rieck, vielen Dank für Ihre Beiträge in 2024!🎉","2024-12-28T17:43:34Z","dPWb78E87QA","nonbot"
"307","Gutes Video ❤🎉😊❤️👍👍👍👍👍","2024-12-28T07:32:54Z","C3p86o0O4Q8","nonbot"
