ID,Comment,Label,comment_length,word_count,Time_Difference,!_occurring,Dank_occurring,sentence_count,average_word_length,emoji_count
157,Sehr interessante Videos! Danke für deine Kreativität und Hingabe! 👅💋,bot,69,9,0 days 00:01:05,1,1,2,6.222222222222222,2
158,Deine Videos sind immer so lustig und spritzig! Vielen Dank für dein Talent und deine Kreativität in Bezug auf unterhaltsame Inhalte!⛳️🔥🙈,bot,137,21,0 days 00:00:28,1,1,2,5.285714285714286,3
159,Einfach wunderbar! Danke für deine harte Arbeit und dein Talent! 👅💋,bot,67,10,0 days 00:03:34,1,1,2,5.3,2
160,Ihre Videos sind ein Genuss für Augen und Geist! Die Qualität ist erstklassig und die Präsentation der Informationen ist professionell. Vielen Dank dafür!🐷🐣🤚,bot,157,23,0 days 00:02:06,1,1,3,5.608695652173913,3
161,"Deine Videos sind nicht nur Inhalt, sie sind eine Quelle der Inspiration und des Lernens. Danke für deine Kreativität und deine Arbeit!🏙😗🌮",bot,138,22,0 days 00:00:23,1,1,2,5.045454545454546,3
162,"Dein Kanal ist nicht nur eine Informationsquelle, sondern ein Ort, an dem jedes Video ein kleines Meisterwerk ist. Machen Sie weiter so!🖕🏑🔹",bot,139,22,0 days 00:01:28,1,0,2,5.045454545454546,3
163,"Dieses Video hat mich dazu gebracht, mein Leben neu zu bewerten und zu erkennen, dass ich auch eine Katze in meinem Umfeld brauche👅",bot,131,23,0 days 00:00:41,0,0,1,4.608695652173913,1
164,Vielen Dank für Ihre Videos! Sie sind immer so einzigartig und von hoher Qualität. Du bist eine Inspiration!🚢🍆🍆,bot,111,18,0 days 00:00:38,1,1,3,4.888888888888889,3
165,"Ich wusste nicht, dass Katzen so lustig sein können. Jetzt habe ich ein neues Hobby - Katzenvideos ansehen🍓",bot,107,18,0 days 00:00:30,0,0,2,5.0588235294117645,1
166,Hat wirklich Spaß gemacht! Ich freue mich auf weitere Videos! 😘🍭,bot,64,10,0 days 00:01:54,1,0,2,5.0,2
167,"Als ich dieses Video sah, wurde mir klar, dass ich einen neuen Weg gefunden hatte, mich selbst zu ermutigen💚",bot,108,19,0 days 00:00:35,0,0,1,4.526315789473684,1
168,Ihre Videos sind immer eine Freude zu sehen. Danke für dein Können und deine Kreativität!🏑🦕🫐,bot,92,15,0 days 00:00:23,1,1,2,4.866666666666666,3
169,Dein Kanal ist eine der besten Quellen für hochwertige Inhalte. Machen Sie uns weiterhin mit Ihren Kreationen glücklich!🌱🛳🎾,bot,123,18,0 days 00:00:48,1,0,2,5.611111111111111,3
170,"Ich wusste nicht, dass Katzen so talentiert sein können. Meine Katze muss von dem Star dieses Videos lernen🍭",bot,108,18,0 days 00:00:49,0,0,2,4.888888888888889,1
171,"Es ist sehr inspirierend, deinen Kanal zu sehen. Deine Videos sind immer so interessant und informativ.📹📹🎋",bot,106,16,0 days 00:04:53,0,0,2,5.3125,3
172,"Großartiger Inhalt! Es ist immer ein Vergnügen, Ihre Videos anzuschauen - sie sind so hochwertig und interessant.🐍🕶😉",bot,116,17,0 days 00:02:36,1,0,2,5.8125,3
173,"Wenn du das Video anschaust und feststellst, dass es das Beste ist, was dir den ganzen Tag passiert ist🍓",bot,104,19,0 days 00:00:39,0,0,1,4.368421052631579,1
174,Ich schätze deine Herangehensweise an die Erstellung von Inhalten sehr. Ihre Videos sind immer erstklassig!👌✈️🎇,bot,111,15,0 days 00:00:31,1,0,2,6.066666666666666,3
175,"Ich habe dieses Video eingeschaltet, um zu lachen, und jetzt lachen auch meine Nachbarn, obwohl sie nicht wissen, warum🔥",bot,120,19,0 days 00:00:31,0,0,1,5.105263157894737,1
176,"Jedes deiner Videos ist ein filmisches Meisterwerk, das Anerkennung und Respekt verdient. Inspiriere uns weiterhin mit deinem Talent und deiner Arbeit!😗🌄😻",bot,154,21,0 days 00:03:42,1,0,2,6.095238095238095,3
177,"Vielen Dank für eure Hingabe und Liebe zu eurer Kunst. Es ist immer eine Freude, deine Videos anzuschauen.🔲🚀😵‍",bot,110,18,0 days 00:03:21,0,1,2,4.777777777777778,3
178,Dein Kanal ist eine wahre Fundgrube der Inspiration. Vielen Dank für Ihren Beitrag!🌜👄🌪,bot,86,13,0 days 00:00:25,1,1,2,5.3076923076923075,3
179,Sehr cool! Vielen Dank für Ihre Liebe zum Detail! 🍭💝,bot,52,9,0 days 00:08:54,1,1,2,4.333333333333333,2
180,Deine Videos sind immer eine Quelle der Positivität und guten Laune. Vielen Dank für deine lustige und kreative Arbeit!🔻👽🌑,bot,122,19,0 days 00:02:46,1,1,2,5.2105263157894735,3
181,Ihre Videos sind immer voller Kreativität und Stil. Vielen Dank für Ihr Können!🌒🫣🔲,bot,82,13,0 days 00:00:39,1,1,2,5.0,3
182,"Deine Videos sind nicht nur Unterhaltung, sie sind eine Quelle der Inspiration und Weisheit. Vielen Dank für deine Kreativität und dein Engagement!🦖🐽🟨",bot,150,22,0 days 00:00:42,1,1,2,5.590909090909091,3
183,Ich bewundere jedes Mal Ihre Professionalität und Kreativität. Vielen Dank für Ihre harte Arbeit und Ihre Bemühungen!🎈🚴‍‍♀️,bot,123,17,0 days 00:00:30,1,1,3,5.823529411764706,3
184,Deine Videos werden immer für ihre Professionalität und Kreativität bewundert. Danke für deine Hingabe!🛥🍗🪝,bot,106,14,0 days 00:16:42,1,1,2,6.285714285714286,3
185,Jede Veröffentlichung ist ein kleines Meisterwerk. Danke für deine harte Arbeit und deine Liebe!‍♂️❕‍❄️,bot,103,14,0 days 00:04:07,1,1,3,5.785714285714286,3
186,Deine Ideen sind immer frisch und originell. Vielen Dank für die Inspiration!👾🚎🍌,bot,80,12,0 days 00:00:24,1,1,2,5.333333333333333,3
187,Deinen Kanal anzuschauen ist wie eine Eintrittskarte in eine Welt voller Spaß und Freude. Vielen Dank für deine kreative und anregende Arbeit!🌖🏋️🦈,bot,146,22,0 days 00:03:11,1,1,2,5.409090909090909,3
188,"Ihren Kanal anzuschauen ist nicht nur Unterhaltung, sondern eine echte Bildungsreise. Dafür danke ich Ihnen!💚🌆🏋️",bot,112,15,0 days 00:00:44,1,0,2,6.066666666666666,3
189,Ich liebe Deine profunden Analysen. Ich wünsche Dir und Deinen Lieben ein tolles neues Jahr!😃💫🍀🍾,bot,96,15,0 days 10:09:16,1,0,2,5.066666666666666,4
190,Danke für deine Originalität und deinen einzigartigen Ansatz. Deine Videos sind immer wieder überraschend.☀️🐅🦐,bot,110,14,0 days 00:00:22,0,1,2,6.5,3
191,"Ich bin sehr glücklich, dass Ihr Kanal ein Teil meines Lebens geworden ist. Danke für deine Kreativität und Aufrichtigkeit!🏘🟥💟",bot,126,19,0 days 00:04:12,1,1,2,5.368421052631579,3
192,Dein Kanal ist eine wahre Fundgrube der Inspiration. Vielen Dank für deine harte Arbeit!💯🤪💣,bot,91,14,0 days 00:00:31,1,1,2,5.214285714285714,3
193,"Jedes Mal, wenn ich deine Videos anschaue, finde ich etwas Neues und Erstaunliches darin. Inspiriere und überrasche uns weiterhin!🦆😻🙊",bot,133,19,,1,0,2,5.684210526315789,3
194,Ich bewundere Ihre Professionalität! Ihre Videos sind immer so hochwertig und interessant. Erfreuen Sie uns weiterhin mit Ihren Arbeiten.🎣🦍🥍,bot,140,19,0 days 00:00:37,1,0,3,6.105263157894737,3
195,Deine Videos sind ein wahrer Urlaubsort für den Geist und die Seele. Danke für dein talentiertes Kanalmanagement und die tollen Inhalte!🌄😳🛞,bot,139,21,0 days 00:00:38,1,1,2,5.428571428571429,3
196,Deine Videos regen immer zum Nachdenken an und inspirieren. Danke für deine Kreativität und Leidenschaft!❤️⛵️🏔,bot,110,15,0 days 00:00:39,1,1,2,5.933333333333334,3
197,Ihr Kanal ist ein echter Fund! Die Qualität der Videos und die Präsentation der Informationen ist erstklassig. Vielen Dank für Ihre harte Arbeit!😄🧀💗,bot,148,23,0 days 00:14:26,1,1,3,5.217391304347826,3
198,Ich danke Ihnen für Ihre harte Arbeit und Mühe. Deine Videos sind ein echtes Kunstwerk.🫔🚕🐈,bot,90,15,0 days 00:16:03,0,0,2,4.733333333333333,3
199,"Jedes Mal bin ich davon überzeugt, dass dein Kanal ein echtes Juwel auf YouTube ist. Danke für deine Kreativität und dein Engagement!🌄🦍🍑",bot,136,22,0 days 00:00:57,1,1,2,4.954545454545454,3
200,Deine Videos bringen mich immer zum Lächeln und lassen mich alle meine Sorgen vergessen. Danke für deine wunderbare Kreativität!💯🛷👑,bot,131,19,0 days 00:00:23,1,1,2,5.684210526315789,3
201,Ich schaue dir mit großem Vergnügen zu. Deine Videos sind ein wahres Kunstwerk.👊🥁🏡,bot,82,13,0 days 00:00:41,0,0,2,5.0,3
202,"Deine Videos schaffen es immer, mich selbst an den grauesten Tagen aufzuheitern. Danke für deine fröhliche Kreativität und deine positive Einstellung!🍕🌽😘",bot,153,21,0 days 00:21:55,1,1,2,6.0476190476190474,3
203,Dein Kanal ist eine wahre Fundgrube der Inspiration. Vielen Dank für deine harte Arbeit!❗️🦉🐞,bot,92,14,0 days 00:13:58,1,1,2,5.214285714285714,3
204,Deine Videos bringen mir immer eine Menge Spaß und Positivität! Danke für deinen unvergleichlichen Humor und Witz!😾🥥♥️,bot,118,17,0 days 00:00:58,1,1,2,5.647058823529412,3
205,Ihren Kanal zu sehen ist wie ein Urlaub für meinen Geist und meine Seele. Danke für deine lustigen und kreativen Inhalte!🧭🚢🌘,bot,124,21,0 days 00:05:12,1,1,2,4.714285714285714,3
206,"Ihr Kanal ist nicht nur ein YouTube-Kanal, er ist ein echtes Bildungsportal. Vielen Dank für Ihren Beitrag!‍♀️🌌⚾️",bot,113,17,0 days 00:17:37,1,1,3,5.117647058823529,3
207,"Dein Kanal ist eine wahre Oase für Geist und Seele. Danke für deine Wärme und das Licht, das du in unser Leben bringst!🖕🫔‼️",bot,123,23,0 days 00:07:03,1,1,2,4.086956521739131,3
208,"Deine Videos strahlen immer so viel Wärme und Freundlichkeit aus! Danke für deinen großartigen Sinn für Humor und deine Fähigkeit, deine Freude zu teilen!🥦💌🌅",bot,157,24,0 days 00:00:27,1,1,2,5.333333333333333,3
209,Vielen Dank für deine Arbeit! Ihre Inhalte sind immer voller Qualität und nützlicher Informationen. Ich schaue mir jedes Ihrer Videos gerne an.🌉🦓🤹,bot,146,22,0 days 00:00:36,1,1,3,5.409090909090909,3
210,Dein Kanal ist wie eine fröhliche Reise in eine Welt voller Spaß und Unterhaltung. Erfreuen Sie uns weiterhin mit Ihren lustigen Videos!⚱️🌘🧨,bot,140,22,0 days 00:00:47,1,0,2,5.136363636363637,3
211,"Deine Videos sind immer so hochwertig und interessant, dass die Zeit wie im Flug vergeht, wenn ich sie anschaue. Vielen Dank für deine Arbeit!🍾🌱😋",bot,145,24,0 days 00:00:29,1,1,2,4.791666666666667,3
212,"*........1℅ der Leute schauen sich diesen Kommentar an. Ich hoffe, dass es Ihnen und Ihren Familien gut geht und dass Sie alle gut zuschauen können* ❤🧡😍",bot,152,25,0 days 00:18:42,0,0,3,4.44,3
213,Deine Videos sind wie kleine Meisterwerke. Ich danke dir für dein Talent und deine Mühe.🐪🏎🚛,bot,91,15,0 days 00:00:38,0,0,2,4.8,3
214,"Vielen Dank für eure Hingabe und Liebe zu eurer Kunst. Es ist immer eine Freude, deine Videos anzuschauen.💖🤞🦛",bot,109,18,0 days 00:00:27,0,1,2,4.777777777777778,3
215,"Deine Videos sind immer so lebendig und zu Herzen gehend. Danke für deine Kreativität und deine Fähigkeit, die Aufmerksamkeit deiner Zuschauer zu fesseln!🐼🚴🌸",bot,157,23,0 days 00:01:02,1,1,2,5.608695652173913,3
216,Dein Kanal ist wie ein Licht in der YouTube-Welt. Inspirieren Sie uns weiterhin mit Ihren Videos!⛹️🦭🏙,bot,101,16,0 days 00:00:40,1,0,2,4.9375,3
217,"Sie ist vielleicht einfach die bescheidenste und herzerwärmendste Person, die es gibt❤️❤️❤️💦",bot,92,12,0 days 04:52:02,0,0,1,6.083333333333333,4
218,"Vielen Dank für Ihre hochwertigen Inhalte! Jede Folge ist ein neues Meisterwerk. Ich kann sehen, dass ihr viel Zeit und Mühe in eure Videos steckt.🤎🌎🍇",bot,150,25,0 days 00:00:44,1,1,3,4.76,3
219,"Sie ist vielleicht einfach die bescheidenste und herzerwärmendste Person, die es gibt❤️❤️❤️😶‍🌫️",bot,95,12,0 days 08:01:21,0,0,1,6.083333333333333,4
220,Jedes Video ist ein wahrer Genuss! Vielen Dank für deine Kreativität und Professionalität.🐹⚾️🏠,bot,94,13,0 days 00:09:59,1,1,2,5.846153846153846,3
221,Vielen Dank für Ihre Bemühungen! Deine Videos sind immer so interessant und professionell. Machen Sie weiter so!🪃🍕🦓,bot,115,17,0 days 00:23:29,1,1,3,5.470588235294118,3
222,Deine Videos sind immer so tiefgründig und inspirierend! Danke für deine Kreativität und Hingabe!🚴🌚‍⬛,bot,101,14,0 days 00:23:24,1,1,2,5.857142857142857,3
223,"Sie ist vielleicht einfach die bescheidenste und herzerwärmendste Person, die es gibt❤️❤️❤️🥰",bot,92,12,0 days 03:41:07,0,0,1,6.083333333333333,4
224,"Dein Kanal ist ein Ort, an dem ich mich immer entspannen und großartigen Humor genießen kann. Mach weiter so mit deinen witzigen Videos!🐇🔶💕",bot,139,23,0 days 00:05:19,1,0,2,4.826086956521739,3
225,"Sie ist vielleicht einfach die bescheidenste und herzerwärmendste Person, die es gibt❤️❤️❤️😆",bot,92,12,0 days 13:34:33,0,0,1,6.083333333333333,4
226,Deine Videos sind immer eine Freude und eine erfüllende Erfahrung. Danke für deine Kreativität und deinen Enthusiasmus!💚🛤🥑,bot,122,17,0 days 00:00:25,1,1,2,5.9411764705882355,3
227,"Dein Kanal ist eine Oase für alle, die Kreativität und intellektuelle Unterhaltung zu schätzen wissen. Erfreuen Sie uns weiterhin mit Ihren cleveren Videos!🌘🚗🔶",bot,159,23,0 days 00:00:24,1,0,2,5.695652173913044,3
228,"Ihre Videos sind ein wahres Vergnügen! Die Qualität, die Präsentation der Informationen - alles ist erstklassig. Vielen Dank für Ihre harte Arbeit.🌚💟💙",bot,150,22,0 days 00:06:32,1,1,3,5.761904761904762,3
229,Vielen Dank für deinen Beitrag zur YouTube-Gemeinschaft. Deine Videos sind immer sehenswert!🖕🐃🔞,bot,95,12,0 days 00:04:09,1,1,2,6.5,3
230,Deine Videos hinterlassen immer einen tiefen Eindruck in den Herzen deiner Zuschauer. Vielen Dank für deine Kreativität und Aufrichtigkeit!🥏🚴🎗,bot,142,19,0 days 00:01:11,1,1,2,6.2631578947368425,3
231,Deine Videos sind immer von tiefer Bedeutung und Emotion erfüllt. Danke für deine Kreativität und deine Bemühungen!🫢🫠🚘🌏,bot,119,17,0 days 00:05:58,1,1,2,5.705882352941177,4
232,"Vielen Dank für eure Hingabe und Liebe zu eurer Kunst. Es ist immer eine Freude, deine Videos anzuschauen.🫔⛏⛏",bot,109,18,0 days 00:05:18,0,1,2,4.777777777777778,3
233,Ihre Videos sind immer so aufschlussreich und intelligent. Vielen Dank für Ihren Beitrag zur Bildung und Entwicklung der Gemeinschaft!🤡⛳️👌,bot,138,19,0 days 00:00:21,1,1,2,6.0,3
234,Vielen Dank für deine Arbeit! Ihre Inhalte sind immer voller Qualität und nützlicher Informationen. Ich schaue mir jedes Ihrer Videos gerne an.🎰💜🎬,bot,146,22,0 days 00:04:34,1,1,3,5.409090909090909,3
235,Dein Kanal ist eine Quelle für endloses Lachen und Spaß. Inspirieren Sie uns weiterhin mit Ihren lustigen und unbeschwerten Inhalten!🖲🔶📸,bot,136,20,0 days 00:00:17,1,0,2,5.6,3
236,Vielen Dank für Ihre Bemühungen! Deine Videos sind immer so interessant und professionell. Erfreuen Sie uns weiterhin mit Ihrer Arbeit.⛏🐆🐈,bot,138,20,0 days 00:00:34,1,1,3,5.65,3
237,"Ihre Videos sind immer originell und von hoher Qualität. Danke für Ihre Fähigkeit, zu inspirieren und zu überraschen!🤹🏄🌝",bot,120,18,0 days 00:00:37,1,1,2,5.388888888888889,3
238,Deine Videos sind ein wahrer Urlaubsort für den Geist und die Seele. Danke für dein talentiertes Kanalmanagement und die tollen Inhalte!🌌🪀🗻,bot,139,21,0 days 00:00:30,1,1,2,5.428571428571429,3
239,Ich schätze Ihre harte Arbeit und Professionalität sehr! Ihre Videos sind ein echtes Beispiel für Qualitätsinhalte auf YouTube.🎈🛸🖐,bot,130,18,0 days 00:04:24,1,0,2,6.0,3
240,"Ihr Kanal ist nicht nur ein YouTube-Kanal, er ist ein echtes Bildungsportal. Vielen Dank für Ihren Beitrag!🥁🛴♀️",bot,111,17,0 days 00:02:32,1,1,2,5.117647058823529,3
241,"Deinen Kanal anzuschauen ist, als ob man einen guten Freund trifft, der immer weiß, wie er einen aufheitern kann. Machen Sie uns weiterhin mit Ihren farbenfrohen Videos glücklich!🌗🙉🌖",bot,182,28,0 days 00:00:25,1,0,2,5.25,3
242,Deine Videos sind ein Schatz. Vielen Dank für Ihr Talent und Ihre Kreativität.💘♂️🏘,bot,82,13,0 days 00:03:09,0,1,2,4.923076923076923,3
243,Vielen Dank für deinen einzigartigen Ansatz. Deine Videos sind eine echte Entdeckung in der Welt von YouTube.🐎🎄🌡,bot,112,17,0 days 00:00:40,0,1,2,5.352941176470588,3
244,Ich danke Ihnen für Ihre Liebe zum Detail und Ihre Qualität. Ihre Videos sind immer erstklassig.🎗🧀🦞,bot,99,16,0 days 00:01:17,0,0,2,4.9375,3
245,Vielen Dank für Ihre Bemühungen! Deine Videos sind immer so interessant und professionell. Erfreuen Sie uns weiterhin mit Ihrer Arbeit.😂🥿🤍,bot,138,20,0 days 00:24:56,1,1,3,5.65,3
246,Deine Videos sind eine wahre Quelle der Inspiration und Weisheit. Danke für deine Kreativität und Hingabe!👡🥬⛳️,bot,110,16,0 days 00:05:08,1,1,2,5.5625,3
247,Vielen Dank für Ihre Liebe zum Detail und Ihre Qualität. Ihre Videos sind immer beeindruckend.🤝🫶🛩,bot,97,15,0 days 00:07:15,0,1,2,5.2,3
248,"Ihren Kanal anzuschauen ist nicht nur Unterhaltung, sondern eine echte Bildungsreise. Dafür danke ich Ihnen!🍌🦎🙈",bot,111,15,0 days 00:00:39,1,0,2,6.066666666666666,3
249,Deine Videos sind eine wahre Reise des Wissens und der Inspiration. Erfreuen Sie uns weiterhin mit Ihren erstaunlichen Videos!🟪🦮🫢🫠,bot,130,19,0 days 00:04:13,1,0,2,5.578947368421052,4
250,Ich liebe deine videos❤,nonbot,23,4,0 days 01:03:34,0,0,1,4.75,1
251,Super vielen herzlichen Dank ❤,nonbot,30,4,0 days 00:39:25,0,1,1,6.25,1
252,"Super Rezept, danke😍werde ich ausprobieren. Wie groß sind deine Flaschen?",nonbot,73,10,0 days 18:22:35,0,0,2,6.0,1
253,Ich lasse mich gerne von dir inspirieren. Vielen Dank dafür. 👍👍🫶,nonbot,64,10,1 days 01:11:53,0,1,2,4.9,3
254,Welche Sprachen sprichst du eigentlich??? P. S. Liebe deine Videos❤❤❤😊😊😊,nonbot,72,10,0 days 01:49:46,0,0,4,5.2,6
255,"Du bist die schönste Deko liebe Iris 💋,hab einen schönen Abend 😘❤️",nonbot,66,11,0 days 00:54:00,0,0,1,4.545454545454546,3
256,"Liebe Frau Anderson, sie sprechen mir aus dem ❤en. Vielen Dank dafür 🙏🏻",nonbot,71,12,0 days 10:05:19,0,1,2,4.5,2
257,Super video😊😊😊😊😊😊😊😊😊😊😊😊,nonbot,23,2,0 days 00:00:34,0,0,1,5.0,12
258,Herzlichen❤ lieben Dank liebe Elli  für die lieben Worte.Ich wünsche dir noch einen scjönen Tag ❤❤❤❤❤😂🎉😊💖🙏💝🌹🌹🌹🎀💜☕️💖,nonbot,115,15,0 days 07:40:28,0,1,3,5.2,19
259,Sehr schönes Video ❤😊,nonbot,21,3,0 days 00:05:34,0,0,1,5.333333333333333,2
260,Wie immer ein großartiges Video 😊,nonbot,33,5,0 days 06:41:23,0,0,1,5.4,1
261,Danke!!!!🎉🎉❤,nonbot,12,1,0 days 08:02:19,1,1,1,5.0,3
262,Danke. Auch euch. Bleibt gesund und munter. ❤❤🤗🤗,nonbot,48,7,0 days 08:44:56,0,1,3,4.857142857142857,4
263,Kurzes aber starkes Video 👍🏻,nonbot,28,4,0 days 00:03:46,0,0,1,5.5,1
264,Klasse Thema . Bei mir und anderen ist das Thema gerade hochaktuell. Dankeschön 👍,nonbot,81,13,0 days 02:01:13,0,1,3,5.416666666666667,1
265,Danke für den lieben Gruß 💖🎅⭐wünsche dir auch eine wunderschöne Vorweihnachtszeit mit lieben Grüßen von mir zu dir💖👼⭐🙏🕯⭐🥰,nonbot,121,18,0 days 12:42:58,0,1,1,5.222222222222222,10
266,Top Video 😁👍. Wer noch Fragen hat braucht sich nur das Video ansehen . Macht weiter so 👍👍🙋‍♂️,nonbot,93,17,0 days 00:49:10,0,0,3,4.4,5
267,😂 Vielen Dank für die Umsetzung dieser geilen Idee✨,nonbot,51,8,0 days 00:56:45,0,1,1,5.125,2
268,Merle ich liebe deine Videos bitte antworte❤❤❤❤❤ich turne selber und du und Isabell sind meine Vorbilder❤❤❤❤😊😊,nonbot,110,16,0 days 00:45:15,0,0,1,5.25,11
269,Hab ein Video dazu gepostet ich hoffe ihr seht es 🥰🥰,nonbot,52,10,0 days 05:01:11,0,0,1,4.0,2
270,Euer Baum ist ja süß 🎉Danke für die Motivation ❤❤❤,nonbot,50,9,0 days 16:28:43,0,1,1,4.111111111111111,4
271,"Hallo liebe Beate, viele neue Bücher. Sehr interessante und schöne Bücher 📚👍. Ich freue mich schon auf deine Lesemonate 💞📖. Ich wünsche dir einen wunderschönen 2. Advent 🕯️🕯️🎄💖. Viele liebe Grüße Beate 🥰😘🤗",nonbot,205,32,0 days 03:55:28,0,0,6,5.310344827586207,11
272,👍👍👍👍 nicht vergessen... lasst dem video doch eine 👍 da..  danke .. LG 🎄🎄🎄🎄🍻👍,nonbot,76,11,0 days 08:09:49,0,0,5,4.4,11
273,Super Idee wieder👌! Danke! 🤗,nonbot,28,4,0 days 07:20:47,1,1,2,5.0,2
274,Du bist wunderschön. Ich liebe deine Videos. Wie bist du eigentlich Millionären geworden?❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,nonbot,109,13,0 days 06:47:02,0,0,3,5.6923076923076925,10
275,Vielen lieben Dank ihr Zwei für das tolle Video und fürs Teilhaben lassen ❤️😍💙💞😍❤️Es war soooo schön ❤️😍💞💙😍❤️,nonbot,109,17,0 days 06:25:49,0,1,1,4.470588235294118,12
276,Danke für ihre Arbeit. 🙏🏼🚀,nonbot,26,4,0 days 12:45:16,0,1,1,4.5,2
277,Wie heisst der Film?? Ich liebe auf der Wahrheit basierende Sciencefiction Filme!! 🤩😍😍,nonbot,86,12,0 days 10:21:25,1,0,2,5.583333333333333,3
278,"Da geht einem das Herz auf, so schöne Aufnahmen. Vielen Dank lieber Alex für das wunderbare Video. So viel Likes kann ich gar nicht geben. 👍❤🙏",nonbot,142,25,0 days 05:14:46,0,1,3,4.4,3
279,"Wie immer, ein großes Dankeschön für Deine stets interessante und wertvolle Arbeit. .✌️!! ⚘️📯🧑‍🎄",nonbot,96,14,0 days 04:05:23,1,1,2,5.833333333333333,3
280,☕️🍰🥮 Beste Unterhaltung bei Kaffee und Kuchen. Danke Denny,nonbot,58,8,0 days 00:05:54,0,1,2,5.625,3
281,👍 Super Video Super Firma Super Mitarbeiter!!! Danke!,nonbot,53,7,0 days 13:31:47,1,1,2,5.857142857142857,1
282,Ich gehe voller Vertrauen meinen WEG.....der führt mich nach Haus. Wundervoller schöner Text mit fantastischen Stimmen 🙏💖Herzlichen Dank!,nonbot,137,18,0 days 06:00:40,1,1,3,6.166666666666667,2
283,Tolle Vorstellung! Danke für die Eindrücke 🙏🏼👌🏼👏🏼,nonbot,49,6,0 days 03:44:42,1,1,2,6.0,3
284,Vielen dank❤❤,nonbot,13,2,0 days 00:03:34,0,0,1,5.0,2
285,Das war sehr kurzweilig. ❤️‍🔥🖤🤍💚❤️❤️‍🔥👍🤶 Euch einen schönen 2. Advent. 👋 Mein Tipp 2:4 war Müll ! Borussia sei Dank. 🙏😁,nonbot,119,18,0 days 02:22:09,1,1,5,4.411764705882353,11
286,Die schlimmsten Menschen auf IG sind die die Bilder von anderen als eigene Verkaufen.  Danke für deine Informativen Videos 👍,nonbot,124,19,0 days 12:13:56,0,1,2,5.368421052631579,1
287,DANKE😇🧡💖,nonbot,8,1,0 days 11:32:57,0,0,1,5.0,3
288,Das Video habe ich gerade gebraucht!! Danke Sani ❤️‍🩹❤️,nonbot,55,8,0 days 01:16:25,1,1,2,4.875,2
289,"Dankeschön für das hochladen der Podcast, das ist ganz praktisch da ich zB noch nicht so lange dabei bin auf getnext und da kann ich so auch die älteren Beiträge nochmal anhören! 🥰🥰🥰🥰😍😍😍😍😍👍👍👍👍👍🫶🫶🫶🫶🫶",nonbot,198,32,0 days 02:04:03,1,1,1,4.53125,19
290,"Deine Analyse zu XAI17K hat mich überzeugt. Danke, dass du dieses Juwel geteilt hast 🚀",nonbot,86,14,0 days 01:06:18,0,1,2,4.928571428571429,1
291,Thanks for making me happy!  Wir lieben dich!😊❤,nonbot,47,8,0 days 00:48:52,1,0,2,4.375,2
292,Geiles Video,nonbot,12,2,0 days 00:00:49,0,0,1,5.5,0
293,Es macht immer wieder Spaß Deine Videos anzuschauen 👍🏻 vielen Dank 🙏🏻,nonbot,69,10,0 days 03:58:55,0,1,2,5.4,2
294,Danke für den Mehrwert 🎉🎉🎉🎉🎉🎉🎉🎉🎉,nonbot,32,4,0 days 11:43:14,0,1,1,4.75,9
295,"Jungs, ich weiß nicht warum, aber ich gucke euch jeden Tag gerne zu❤😂🎉🎉🎉ich liebe euch ❤",nonbot,88,15,0 days 07:49:46,0,0,1,4.333333333333333,6
296,Vielen Dank Herr Schubert für die Infos und Ihre Arbeit. 👍 👍 👍,nonbot,62,10,0 days 04:06:39,0,1,1,4.6,3
297,Hahahahaha🤣❤️🤣 zu geil😂 liebe deine Videos🫶🏼❤️❤️❤️🤣🤣🤣🤣,nonbot,54,6,0 days 10:26:10,0,0,1,5.333333333333333,12
298,Ich liebe dieses Haus ❤❤❤❤🎉🎉🎉 und eure Videos 🤫🤭🤗❤️❤️❤️❤️,nonbot,57,7,0 days 00:23:41,0,0,2,4.428571428571429,14
299,Liebe deine Videos!! 💗❤️,nonbot,24,3,0 days 04:51:56,1,0,1,5.333333333333333,2
300,Ich habe ihr Video gesehen und bin ein unheimlicher Der kleine Prinz Fan. Musste es gleich suchen und bestellen. Da ich auch das Stundenglas zuhause schon habe 😅 danke für diesen schönen Tipp,nonbot,191,32,0 days 01:57:41,0,0,4,4.875,1
301,Im Replay geschaut. Ein schöner Strauss ❤ wünsche dir lieber Tobias und allen Blumenfreunden einen guten Rutsch ins neue Jahr 🎉🎉🎉🍀🍄🐞,nonbot,132,19,0 days 06:43:59,0,0,3,5.473684210526316,7
302,Die Meckerei nervt jetzt ist ein Video mal dunkel und schon hagelt es Gemecker. Entspannt Euch mir hat es trotzdem wie immer viel Freude bereitet und ich sage trotzdem ❤lichen Dank 😉,nonbot,182,31,0 days 04:25:56,0,1,2,4.774193548387097,2
303,"Es hat absolut mega Spass gemacht und vielen lieben Dank, dass ich als Gast dabei sein durfte ❤🫶🥰😘 Ganz herzliche Grüße Ronny",nonbot,125,21,-1 days +12:45:02,0,1,2,4.714285714285714,4
304,"Herzlichen Glückwunsch Manuel,alles liebe für dich.🦁🦅",nonbot,53,6,-1 days +17:28:36,0,0,1,7.333333333333333,2
305,"Wie wahr ,Dankeschön für die Nachricht, wünsche Dir einen schönen guten Tag lg😊❤",nonbot,80,13,0 days 06:53:17,0,1,1,4.923076923076923,2
